USER;TIPO;CODE;ORIGINAL;SPAIN;LATAM
58;movie;2562232;Birdman or (The Unexpected Virtue of Ignorance);Birdman o (La inesperada virtud de la ignorancia) (Spain);Birdman o (La Inesperada Virtud de la Ignorancia) (Chile)
58;movie;0443706;Zodiac;Zodiac (Spain);Zodíaco (Argentina)
58;show;1475582;Sherlock;Sherlock (Spain);ND
58;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
58;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
59;movie;5311514;Your Name.;Your Name. (Spain);Your Name. (Chile)
59;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
59;movie;0454921;The Pursuit of Happyness;En busca de la felicidad (Spain);En busca de la felicidad (Argentina)
59;show;2467372;Brooklyn Nine-Nine;Brooklyn Nine-Nine (Spain);ND
59;show;5626028;My Hero Academia;My Hero Academia (Spain);ND
59;show;5370118;Konosuba: God's Blessing on This Wonderful World!;ND;ND
60;movie;0167261;The Lord of the Rings: The Two Towers;El señor de los anillos: Las dos torres (Spain);El señor de los anillos: Las dos torres (Argentina)
60;movie;0137523;Fight Club;El club de la lucha (Spain);El club de la pelea (Argentina)
60;movie;0105159;The Power of One;La fuerza de uno (Spain);ND
60;show;0452046;Criminal Minds;Mentes criminales (Spain);ND
60;show;0417299;Avatar: The Last Airbender;Avatar: el último maestro aire (Spain) (alternative spelling);ND
60;show;2098220;Hunter x Hunter;Hunter x Hunter (Spain);ND
61;movie;0434409;V for Vendetta;V de Vendetta (Spain);V de venganza (Argentina)
61;movie;5323662;A Silent Voice: The Movie;A Silent Voice (Spain);Una Voz Silenciosa (Chile) (Spanish title)
61;movie;0108052;Schindler's List;La llista de Schindler (Spain) (Catalan title);La lista de Schindler (Chile)
61;show;2261227;Altered Carbon;Altered Carbon (Spain);Altered Carbon (Argentina)
61;show;5249462;Erased;Desaparecido (Spain);ND
61;show;2741602;The Blacklist;The Blacklist (Spain);The Blacklist (Argentina)
62;movie;0112384;Apollo 13;Apolo 13 (Spain);Apolo 13 (Chile)
62;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
62;movie;2543472;Wonder;Wonder (Spain);Extraordinario (Chile)
62;show;2861424;Rick and Morty;Rick y Morty (Spain);Rick y Morty (Argentina)
62;show;3398228;BoJack Horseman;BoJack Horseman (Spain);ND
62;show;6317068;Final Space;Final Space (Spain);ND
63;movie;2980516;The Theory of Everything;La teoría del todo (Spain);La teoría del todo (Chile)
63;movie;0268978;A Beautiful Mind;Una mente maravillosa (Spain);Una mente brillante (Argentina)
63;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
63;show;2575988;Silicon Valley;Silicon Valley (Spain);ND
63;show;4158110;Mr. Robot;Mr. Robot (Spain);ND
63;show;8914684;Sunderland 'Til I Die;Sunderland 'Til I Die (Spain);ND
64;movie;0071562;The Godfather: Part II;El padrí II (Spain) (Catalan title);El padrino II (Chile)
64;movie;1130884;Shutter Island;Shutter Island (Spain);La isla siniestra (Argentina)
64;movie;0993846;The Wolf of Wall Street;El lobo de Wall Street (Spain);El lobo de Wall Street (Chile)
64;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
64;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
64;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
65;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
65;movie;0126029;Shrek;Shrek (Spain);Shrek (Argentina)
65;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
65;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
65;show;1475582;Sherlock;Sherlock (Spain);ND
65;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
66;movie;0304141;Harry Potter and the Prisoner of Azkaban;Harry Potter i el pres d'Azkaban (Spain) (Catalan title);Harry Potter y el prisionero de Azkaban (Argentina)
66;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
66;movie;0110357;The Lion King;El Rei Lleó (Spain) (Catalan title);El Rey León (Chile) (Spanish title)
66;show;0452046;Criminal Minds;Mentes criminales (Spain);ND
66;show;0108778;Friends;Friends (Spain);Friends (Argentina)
66;show;0131179;Detective Conan;Detective Conan (Spain);Detective Conan (Argentina)
67;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
67;movie;4154756;Avengers: Infinity War;Vengadores: La guerra del infinito - 1ª parte (Spain) (alternative title);Avengers: Infinity War (Chile)
67;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
67;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
67;show;3032476;Better Call Saul;Better Call Saul (Spain);Better Call Saul (Argentina)
67;show;2085059;Black Mirror;Black Mirror (Spain);ND
68;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
68;movie;0482571;The Prestige;El truco final (El prestigio) (Spain);El gran truco (Argentina)
68;movie;0113568;Ghost in the Shell;Ghost in the Shell (Spain);Ghost in the Shell: La animación original (Chile) (reissue title)
68;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
68;show;3032476;Better Call Saul;Better Call Saul (Spain);Better Call Saul (Argentina)
68;show;7366338;Chernobyl;Chernobyl (Spain);ND
69;movie;0245429;Spirited Away;Chihiroren bidaia (Spain) (Basque title);El viaje de Chihiro (Chile)
69;movie;0380510;The Lovely Bones;The Lovely Bones (Spain);Desde mi cielo (Argentina)
69;movie;0332280;The Notebook;El diario de Noa (Spain);Diario de una pasión (Chile)
69;show;5753856;Dark;Dark (Spain);Dark (Argentina)
69;show;8686106;Quicksand;Arenas movedizas (Spain);Arenas movedizas (Argentina)
69;show;5674718;Cable Girls;Las chicas del cable (Spain);ND
71;movie;8228288;The Platform;La plataforma (Spain) (working title);ND
71;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
71;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
71;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
71;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
71;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
72;movie;0166813;Spirit: Stallion of the Cimarron;Spirit: El corcel indomable (Spain);Spirit: El corcel indomable (Argentina)
72;movie;1457767;The Conjuring;Expediente Warren: The Conjuring (Spain);El conjuro (Chile)
72;movie;5311514;Your Name.;Your Name. (Spain);Your Name. (Chile)
72;show;1405406;The Vampire Diaries;Crónicas vampíricas (Spain);ND
72;show;1355642;Fullmetal Alchemist: Brotherhood;Fullmetal Alchemist: Brotherhood (Spain);ND
72;show;4145054;Shadowhunters;Shadowhunters: The Mortal Instruments (Spain);ND
73;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
73;movie;0118884;Contact;Contact (Spain);Contacto (Argentina)
73;movie;0169858;Neon Genesis Evangelion: The End of Evangelion;Neon Genesis Evangelion: The End of Evangelion (Spain);ND
73;show;2395695;Cosmos: A Spacetime Odyssey;Cosmos: Una odisea en el espacio-tiempo (Spain);ND
73;show;1298820;Clannad: After Story;Clannad: After Story (Spain);ND
73;show;1773185;Puella Magi Madoka Magica;Puella Magi Madoka Magica (Spain);ND
74;movie;0118799;Life Is Beautiful;La vida es bella (Spain);La vida es bella (Argentina)
74;movie;1219289;Limitless;Sin límites (Spain);Sin límites (Chile)
74;movie;0380510;The Lovely Bones;The Lovely Bones (Spain);Desde mi cielo (Argentina)
74;show;1124373;Sons of Anarchy;Hijos de la anarquía (Spain);ND
74;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
74;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
75;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
75;movie;1727824;Bohemian Rhapsody;Bohemian Rhapsody (Spain);Bohemian Rhapsody, La historia de Freddie Mercury (Chile)
75;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
75;show;0898266;The Big Bang Theory;Big Bang (Spain);La teoría del Big Bang (Argentina)
75;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
75;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
76;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
76;movie;4846340;Hidden Figures;Figuras ocultas (Spain);Talentos ocultos (Chile)
76;movie;4481414;Gifted;Un don excepcional (Spain);Un don excepcional (Chile)
76;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
76;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
76;show;2861424;Rick and Morty;Rick y Morty (Spain);Rick y Morty (Argentina)
77;movie;1596363;The Big Short;La gran apuesta (Spain);La gran apuesta (Chile)
77;movie;0910970;WALL·E;WALL·E (Spain);WALL·E (Argentina)
77;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
77;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
77;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
77;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
78;movie;0110912;Pulp Fiction;Pulp Fiction (Spain);Pulp Fiction: Tiempos violentos (Chile)
78;movie;0361748;Inglourious Basterds;Malditos bastardos (Spain);Bastardos sin gloria (Argentina)
78;movie;2582802;Whiplash;Whiplash (Spain);Whiplash, Música y Obsesión (Chile)
78;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
78;show;3032476;Better Call Saul;Better Call Saul (Spain);Better Call Saul (Argentina)
78;show;5753856;Dark;Dark (Spain);Dark (Argentina)
79;movie;1564367;Just Go with It;Sígueme el rollo (Spain);Una esposa de mentira (Argentina)
79;movie;0359950;The Secret Life of Walter Mitty;La vida secreta de Walter Mitty (Spain);La increíble vida de Walter Mitty (Chile)
79;movie;2980648;The Hundred-Foot Journey;Un viaje de diez metros (Spain);Un viaje de diez metros (Chile)
79;show;0386676;The Office;The Office (Spain);The Office (Argentina)
79;show;4574334;Stranger Things;Stranger Things (Spain);Stranger Things (Argentina)
79;show;9335498;Demon Slayer: Kimetsu No Yaiba;ND;ND
80;movie;0102798;Robin Hood: Prince of Thieves;Robin Hood: Príncipe de los ladrones (Spain);Robin Hood - El príncipe de los ladrones (Argentina)
80;movie;0112573;Braveheart;Braveheart (Spain);Corazón valiente (Argentina)
80;movie;0102103;Impromptu;Pasiones privadas de una mujer (Spain);ND
80;show;1475582;Sherlock;Sherlock (Spain);ND
80;show;0086661;The Adventures of Sherlock Holmes;Les aventures de Sherlock Holmes (Spain) (Catalan title);ND
80;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
81;movie;0414387;Pride & Prejudice;Pride & Prejudice (Orgullo y prejuicio) (Spain);Orgullo y prejuicio (Argentina)
81;movie;0253474;The Pianist;El pianista (Spain);El Pianista (Chile)
81;movie;0097165;Dead Poets Society;El club de los poetas muertos (Spain);La sociedad de los poetas muertos (Argentina)
81;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
81;show;1632701;Suits;Suits (Spain);La ley de los audaces (Argentina)
81;show;6315640;Atypical;Atípico (Spain);ND
82;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
82;movie;4154756;Avengers: Infinity War;Vengadores: La guerra del infinito - 1ª parte (Spain) (alternative title);Avengers: Infinity War (Chile)
82;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
82;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
82;show;0988824;Naruto: Shippûden;Naruto: Shippûden (Spain);Naruto Shippuden (Chile)
82;show;0877057;Death Note;Death Note (Spain);Death Note (Argentina)
83;movie;0068646;The Godfather;El padrino (Spain);El padrino (Chile)
83;movie;0758758;Into the Wild;Hacia rutas salvajes (Spain);Hacia rutas salvajes (Argentina)
83;movie;1542344;127 Hours;127 horas (Spain);127 horas (Argentina)
83;show;7366338;Chernobyl;Chernobyl (Spain);ND
83;show;0108778;Friends;Friends (Spain);Friends (Argentina)
83;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
84;movie;1431045;Deadpool;Deadpool (Spain);Deadpool (Chile)
84;movie;0377092;Mean Girls;Chicas malas (Spain);Chicas pesadas (Chile)
84;movie;0120689;The Green Mile;La milla verde (Spain);Milagros inesperados (Argentina)
84;show;2467372;Brooklyn Nine-Nine;Brooklyn Nine-Nine (Spain);ND
84;show;6315640;Atypical;Atípico (Spain);ND
84;show;2661044;The 100;Los 100 (Spain);ND
85;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
85;movie;6966692;Green Book;Green Book (Spain);Green Book: Una amistad sin fronteras (Chile)
85;movie;8579674;1917;1917 (Spain);1917 (Chile)
85;show;5753856;Dark;Dark (Spain);Dark (Argentina)
85;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
85;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
86;movie;0107290;Jurassic Park;Parc Juràssic (Spain) (Catalan title);Jurassic Park (Argentina)
86;movie;0482571;The Prestige;El truco final (El prestigio) (Spain);El gran truco (Argentina)
86;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
86;show;2193021;Arrow;Arrow (Spain);ND
86;show;4052886;Lucifer;Lucifer (Spain);ND
86;show;0098800;The Fresh Prince of Bel-Air;El príncipe de Bel-Air (Spain);El príncipe del rap (Argentina)
87;movie;5104604;Isle of Dogs;Isla de perros (Spain);Isla de Perros (Chile)
87;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
87;movie;0110912;Pulp Fiction;Pulp Fiction (Spain);Pulp Fiction: Tiempos violentos (Chile)
87;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
87;show;2098220;Hunter x Hunter;Hunter x Hunter (Spain);ND
87;show;4508902;One Punch Man;One Punch Man (Spain);ND
88;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
88;movie;8536926;Efecto Mariposa;ND;ND
88;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
88;show;5753856;Dark;Dark (Spain);Dark (Argentina)
88;show;7767422;Sex Education;Sex Education (Spain);Sex Education (Argentina)
88;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
89;movie;0120762;Mulan;Mulán (Spain);Mulan (Argentina)
89;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
89;movie;0167260;The Lord of the Rings: The Return of the King;El señor de los anillos: El retorno del rey (Spain);El señor de los anillos: El retorno del rey (Argentina)
89;show;0460681;Supernatural;Sobrenatural (Spain);ND
89;show;6611916;Kingdom;Kingdom (Spain);Kingdom (Argentina)
89;show;2707408;Narcos;Narcos (Spain);ND
90;movie;3748528;Rogue One: A Star Wars Story;Rogue One: Una historia de Star Wars (Spain);Rogue One: Una historia de Star Wars (Chile)
90;movie;0416449;300;300 (Spain);300 (Argentina)
90;movie;4154756;Avengers: Infinity War;Vengadores: La guerra del infinito - 1ª parte (Spain) (alternative title);Avengers: Infinity War (Chile)
90;show;2085059;Black Mirror;Black Mirror (Spain);ND
90;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
90;show;1865718;Gravity Falls;Gravity Falls (Spain);Gravity Falls: Un Verano de Misterios (Argentina)
91;movie;1201607;Harry Potter and the Deathly Hallows: Part 2;Harry Potter y las Reliquias de la Muerte - Parte 2 (Spain);Harry Potter y las Reliquias de la Muerte: Parte 2 (Chile)
91;movie;1401152;Unknown;Sin identidad (Spain);Desconocido (Argentina)
91;movie;4857264;The Invisible Guest;El invitado invisible (Spain) (working title);Contratiempo (Argentina)
91;show;0108778;Friends;Friends (Spain);Friends (Argentina)
91;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
91;show;4955642;The Good Place;The Good Place (Spain);The Good Place (Argentina)
92;movie;5311514;Your Name.;Your Name. (Spain);Your Name. (Chile)
92;movie;1431045;Deadpool;Deadpool (Spain);Deadpool (Chile)
92;movie;0110912;Pulp Fiction;Pulp Fiction (Spain);Pulp Fiction: Tiempos violentos (Chile)
92;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
92;show;9679542;Dr. Stone;ND;ND
92;show;4580372;Merlí;Merlí (Spain) (Catalan title);ND
93;movie;3907584;All the Bright Places;Violet y Finch (Spain);Violet y Finch (Argentina)
93;movie;1659337;The Perks of Being a Wallflower;Las ventajas de ser un marginado (Spain);Las ventajas de ser invisible (Chile)
93;movie;4857264;The Invisible Guest;El invitado invisible (Spain) (working title);Contratiempo (Argentina)
93;show;2372162;Orange Is the New Black;Orange Is the New Black (Spain);ND
93;show;6170874;Salvation;Salvation (Spain);ND
93;show;7134908;Elite;Élite (Spain);ND
94;movie;0485947;Mr. Nobody;Las vidas posibles de Mr. Nobody (Spain);Sr. Nadie (Argentina)
94;movie;1853728;Django Unchained;Django desencadenado (Spain);Django sin cadenas (Chile)
94;movie;1371111;Cloud Atlas;El atlas de las nubes (Spain);Cloud Atlas: La red invisible (Chile)
94;show;3398228;BoJack Horseman;BoJack Horseman (Spain);ND
94;show;2085059;Black Mirror;Black Mirror (Spain);ND
94;show;2261227;Altered Carbon;Altered Carbon (Spain);Altered Carbon (Argentina)
95;movie;0068646;The Godfather;El padrino (Spain);El padrino (Chile)
95;movie;0159097;The Virgin Suicides;Las vírgenes suicidas (Spain);Las vírgenes suicidas (Argentina)
95;movie;0117665;Sleepers;Sleepers (Spain) (Catalan title);Los hijos de la calle (Argentina)
95;show;4270492;Billions;Billions (Spain);Billions (Argentina)
95;show;5071412;Ozark;Ozark (Spain);Ozark (Argentina)
95;show;1632701;Suits;Suits (Spain);La ley de los audaces (Argentina)
96;movie;0816711;World War Z;Guerra mundial Z (Spain);Guerra mundial Z (Chile)
96;movie;4154756;Avengers: Infinity War;Vengadores: La guerra del infinito - 1ª parte (Spain) (alternative title);Avengers: Infinity War (Chile)
96;movie;0137523;Fight Club;El club de la lucha (Spain);El club de la pelea (Argentina)
96;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
96;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
96;show;7671598;Messiah;Mesías (Spain);Mesías (Argentina)
97;movie;5295894;Inception: The Cobol Job;ND;ND
97;movie;1291570;Solace;Premonición (Spain);En la mente del asesino (Chile)
97;movie;1130884;Shutter Island;Shutter Island (Spain);La isla siniestra (Argentina)
97;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
97;show;2395695;Cosmos: A Spacetime Odyssey;Cosmos: Una odisea en el espacio-tiempo (Spain);ND
97;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
98;movie;0268380;Ice Age;Ice age: L'edat del gel (Spain) (Catalan title) (alternative title);La era de hielo (Argentina)
98;movie;1375670;Grown Ups;Niños grandes (Spain);Son como niños (Argentina)
98;movie;10431500;7 Kogustaki Mucize;Milagro en la celda 7 (Spain);ND
98;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
98;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
98;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
99;movie;6335734;The Night Is Short, Walk on Girl;ND;ND
99;movie;0156887;Perfect Blue;Perfect Blue (Spain);Perfect Blue (Argentina)
99;movie;0298148;Shrek 2;Shrek 2 (Spain);Shrek 2 (Argentina)
99;show;1847445;The Tatami Galaxy;ND;ND
99;show;3398228;BoJack Horseman;BoJack Horseman (Spain);ND
99;show;1355642;Fullmetal Alchemist: Brotherhood;Fullmetal Alchemist: Brotherhood (Spain);ND
100;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
100;movie;0133093;The Matrix;Matrix (Spain);Matrix (Argentina)
100;movie;4633694;Spider-Man: Into the Spider-Verse;Spider-Man: Un nuevo universo (Spain);Spider-Man: Un Nuevo Universo (Chile)
100;show;2861424;Rick and Morty;Rick y Morty (Spain);Rick y Morty (Argentina)
100;show;2395695;Cosmos: A Spacetime Odyssey;Cosmos: Una odisea en el espacio-tiempo (Spain);ND
100;show;1475582;Sherlock;Sherlock (Spain);ND
101;movie;0107688;The Nightmare Before Christmas;Pesadilla antes de Navidad (Spain);El extraño mundo de Jack (Argentina)
101;movie;0416236;The Spiderwick Chronicles;Las crónicas de Spiderwick (Spain);Las crónicas de Spiderwick (Argentina)
101;movie;5109784;Mother!;Madre! (Spain);¡madre! (Chile)
101;show;0290223;Inuyasha;Inuyasha (Spain);Inuyasha (Argentina)
101;show;1942683;The Amazing World of Gumball;El asombroso mundo de Gumball (Spain);El Increíble Mundo de Gumball (Chile)
101;show;9561862;Love, Death & Robots;Love, Death & Robots (Spain);Love, Death & Robots (Argentina)
102;movie;0120737;The Lord of the Rings: The Fellowship of the Ring;El señor de los anillos: La comunidad del anillo (Spain);El señor de los anillos: La comunidad del anillo (Chile)
102;movie;0480249;I Am Legend;Soy leyenda (Spain);Soy leyenda (Argentina)
102;movie;0365830;Tenacious D in the Pick of Destiny;Dando la nota (Spain);Delirios de fama - Tenacious D (Argentina)
102;show;6524350;Big Mouth;Big Mouth (Spain);Big Mouth (Argentina)
102;show;8235236;Paradise PD;Paradise Police (Spain);ND
102;show;2707408;Narcos;Narcos (Spain);ND
103;movie;1318514;Rise of the Planet of the Apes;El origen del planeta de los simios (Spain);El planeta de los simios: (R)Evolución (Argentina)
103;movie;2103281;Dawn of the Planet of the Apes;El amanecer del planeta de los simios (Spain);El planeta de los simios: Confrontación (Chile)
103;movie;3450958;War for the Planet of the Apes;La guerra del planeta de los simios (Spain);El Planeta de los Simios: La Guerra (Chile)
103;show;0386676;The Office;The Office (Spain);The Office (Argentina)
103;show;0972534;iCarly;iCarly (Spain);ND
103;show;0320808;The Adventures of Jimmy Neutron: Boy Genius;Las aventuras de Jimmy Neutrón, el niño inventor (Spain);ND
104;movie;0245429;Spirited Away;Chihiroren bidaia (Spain) (Basque title);El viaje de Chihiro (Chile)
104;movie;0119698;Princess Mononoke;La princesa Mononoke (Spain);La princesa Mononoke (Chile)
104;movie;3460252;The Hateful Eight;Los odiosos ocho (Spain);Los 8 más odiados (Chile)
104;show;3613454;Zankyou No Terror;ND;ND
104;show;2560140;Attack on Titan;Ataque a los titanes (Spain);ND
104;show;2395695;Cosmos: A Spacetime Odyssey;Cosmos: Una odisea en el espacio-tiempo (Spain);ND
105;movie;0407304;War of the Worlds;La guerra de los mundos (Spain);Guerra de los mundos (Argentina)
105;movie;0398808;Bridge to Terabithia;Un puente hacia Terabithia (Spain);El mundo mágico de Terabithia (Chile)
105;movie;2584384;Jojo Rabbit;Jojo Rabbit (Spain);Jojo Rabbit (Chile)
105;show;7767422;Sex Education;Sex Education (Spain);Sex Education (Argentina)
105;show;11318602;Don't F**k with Cats: Hunting an Internet Killer;A los gatos, ni tocarlos: Un asesino en Internet (Spain);No te metas con los gatos: Un asesino en internet (Argentina)
105;show;7134908;Elite;Élite (Spain);ND
106;movie;0113568;Ghost in the Shell;Ghost in the Shell (Spain);Ghost in the Shell: La animación original (Chile) (reissue title)
106;movie;0851578;Paprika;Paprika (Spain);Paprika: El reino de los sueños (Argentina)
106;movie;0347149;Howl's Moving Castle;El castillo ambulante (Spain);El castillo ambulante (Chile)
106;show;7078180;Violet Evergarden;ND;ND
106;show;3620568;Corrector Yui;Corrector Yui (Spain) (Catalan title);ND
106;show;1773185;Puella Magi Madoka Magica;Puella Magi Madoka Magica (Spain);ND
107;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
107;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
107;movie;2267998;Gone Girl;Perdida (Spain);Perdida (Chile)
107;show;0417299;Avatar: The Last Airbender;Avatar: el último maestro aire (Spain) (alternative spelling);ND
107;show;0108778;Friends;Friends (Spain);Friends (Argentina)
107;show;0877057;Death Note;Death Note (Spain);Death Note (Argentina)
108;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
108;movie;4154756;Avengers: Infinity War;Vengadores: La guerra del infinito - 1ª parte (Spain) (alternative title);Avengers: Infinity War (Chile)
108;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
108;show;7767422;Sex Education;Sex Education (Spain);Sex Education (Argentina)
108;show;6315640;Atypical;Atípico (Spain);ND
109;movie;0167260;The Lord of the Rings: The Return of the King;El señor de los anillos: El retorno del rey (Spain);El señor de los anillos: El retorno del rey (Argentina)
109;movie;1205489;Gran Torino;Gran Torino (Spain);Gran Torino (Argentina)
109;movie;0477348;No Country for Old Men;No es país para viejos (Spain);Sin lugar para los débiles (Argentina)
109;show;0948103;Tengen toppa gurren lagann;ND;ND
109;show;3061046;Steven Universe;Steven Universe (Spain);ND
109;show;8146754;Infinity Train;Infinity Train (Spain);El tren infinito (Chile)
110;movie;1375666;Inception;Origen (Spain);El origen (Chile)
110;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
110;movie;1130884;Shutter Island;Shutter Island (Spain);La isla siniestra (Argentina)
110;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
110;show;1312171;The Umbrella Academy;The Umbrella Academy (Spain);The Umbrella Academy (Argentina)
110;show;1190634;The Boys;The Boys (Spain);ND
111;movie;1560139;Boy;ND;ND
111;movie;5104604;Isle of Dogs;Isla de perros (Spain);Isla de Perros (Chile)
111;movie;5323662;A Silent Voice: The Movie;A Silent Voice (Spain);Una Voz Silenciosa (Chile) (Spanish title)
111;show;3322312;Daredevil;Daredevil (Spain);Daredevil (Argentina)
111;show;2480514;In the Flesh;ND;ND
111;show;5897304;Mob Psycho 100;ND;ND
112;movie;0120794;The Prince of Egypt;El príncipe de Egipto (Spain);El príncipe de Egipto (Argentina)
112;movie;1375666;Inception;Origen (Spain);El origen (Chile)
112;movie;1754656;The Little Prince;El principito (Spain);El principito (Chile)
112;show;0417299;Avatar: The Last Airbender;Avatar: el último maestro aire (Spain) (alternative spelling);ND
112;show;0092455;Star Trek: The Next Generation;Star Trek: La nueva generación (Spain);ND
112;show;1355642;Fullmetal Alchemist: Brotherhood;Fullmetal Alchemist: Brotherhood (Spain);ND
113;movie;0289879;The Butterfly Effect;El efecto mariposa (Spain);El efecto mariposa (Argentina)
113;movie;0107048;Groundhog Day;Atrapat en el temps (Spain) (Catalan title);Hechizo del tiempo (Chile)
113;movie;0096874;Back to the Future Part II;Regreso al futuro. Parte II (Spain);Volver al futuro II (Chile)
113;show;2085059;Black Mirror;Black Mirror (Spain);ND
113;show;5753856;Dark;Dark (Spain);Dark (Argentina)
113;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
114;movie;1431045;Deadpool;Deadpool (Spain);Deadpool (Chile)
114;movie;0468569;The Dark Knight;El caballero oscuro (Spain);Batman - El caballero de la noche (Argentina)
114;movie;1201607;Harry Potter and the Deathly Hallows: Part 2;Harry Potter y las Reliquias de la Muerte - Parte 2 (Spain);Harry Potter y las Reliquias de la Muerte: Parte 2 (Chile)
114;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
114;show;2467372;Brooklyn Nine-Nine;Brooklyn Nine-Nine (Spain);ND
114;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
115;movie;0816711;World War Z;Guerra mundial Z (Spain);Guerra mundial Z (Chile)
115;movie;1707386;Les Misérables;Los miserables (Spain);Los miserables (Chile)
